Position_Budget_ID,Fiscal_Year,Position_ID,Position_Title,Department_ID,Department_Name,Cost_Center_ID,Approved_Position,Budgeted_Position,Position_Status,Full_Time_Equivalent_Capacity,Annual_Salary_Budget,Annual_Benefits_Budget,Annual_Employer_Tax_and_Contribution_Budget,Annual_Recruitment_Budget,Annual_Training_Budget,Total_Annual_Position_Cost_Budget,Budget_Start_Date,Budget_End_Date,Budget_Status,Budget_Currency,Data_As_Of_Date
POSITION-BUDGET-0775,2026,POS-759,Logistics Manager,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Vacant,1.0,3992000,798400,319360,99800,71856,5281416,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0776,2026,POS-760,Warehouse Assistant,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,No,Frozen,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0777,2026,POS-761,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0778,2026,POS-762,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Vacant,1.0,875000,175000,70000,25000,15749,1160749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0779,2026,POS-763,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Vacant,1.0,1575000,315000,126000,39375,28349,2083724,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0780,2026,POS-764,Senior Production Supervisor,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Vacant,1.0,2566000,513200,205280,64150,46188,3394818,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0781,2026,POS-765,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Vacant,1.0,875000,175000,70000,25000,15749,1160749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0782,2026,POS-766,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Vacant,1.0,1575000,315000,126000,39375,28349,2083724,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0783,2026,POS-767,Production Manager,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Vacant,1.0,4082000,816400,326560,102050,73476,5400486,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0784,2026,POS-768,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Frozen,1.0,875000,175000,70000,25000,15749,1160749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0785,2026,POS-769,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0786,2026,POS-770,Senior Production Supervisor,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0787,2026,POS-771,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0788,2026,POS-772,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0789,2026,POS-773,Quality Inspector,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Vacant,1.0,972000,194400,77760,25000,17496,1286656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0790,2026,POS-774,Quality Analyst,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Vacant,1.0,1750000,350000,140000,43750,31499,2315249,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0791,2026,POS-775,Senior Quality Engineer,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Vacant,1.0,2851000,570200,228080,71275,51317,3771872,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0792,2026,POS-776,Quality Inspector,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Vacant,1.0,972000,194400,77760,25000,17496,1286656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0793,2026,POS-777,Quality Analyst,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0794,2026,POS-778,Research Associate,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Vacant,1.0,1166000,233200,93280,29150,20988,1542618,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0795,2026,POS-779,Research Analyst,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Vacant,1.0,2100000,420000,168000,52500,37800,2778300,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0796,2026,POS-780,Senior Research Scientist,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Vacant,1.0,3421000,684200,273680,85525,61577,4525982,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0797,2026,POS-781,Research Associate,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Vacant,1.0,1166000,233200,93280,29150,20988,1542618,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0798,2026,POS-782,Research Analyst,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0799,2026,POS-783,Research and Development Manager,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Vacant,1.0,5443000,1088600,435440,136075,97973,7201088,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0800,2026,POS-784,Research Associate,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,No,Frozen,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
